#,Time In,Time Out,Duration
15,1423,1441,18
14,1230,1253,23
13,1335,1357,22
12,1346,1403,17
11,1436,1457,21
10,1040,1115,35
09,1222,1244,22
08,1536,1601,25
01,1724,1747,23
06,1226,1257,31
04,1410,1446,36
03,1553,1628,35
05,1044,1118,34
02,1237,1306,29
07,1311,1331,20
