#,Anodes,Duration,Notes,Paint,Prop,Thru-hulls,Time In,Time Out
01,Good,41,,"Fair, Poor",Good,Sound,1553,1634
03,Good,24,,Fair,Good,Sound,1250,1314
02,Good,29,,Fair,Good,Sound,1111,1140
04,Good,32,,"Fair, Poor",Good,Sound,1620,1652
05,,12,,,,,1246,1258
08,,12,,,,,1313,1325
09,,12,,,,,1357,1409
