#,Time In,Time Out,Duration
13,1415,1449,34
12,1151,1213,22
11,1156,1221,25
10,1432,1452,20
09,1530,1538,8
08,,,0
06,1350,1425,35
05,1400,1449,49
07,1215,1250,35
03,1055,1152,57
04,1453,1543,50
02,1216,1303,47
01,1200,1300,60
