#,Time In,Time Out,Duration
01,1200,1220,20
02,1135,1156,21
03,1152,1211,19
04,1211,1230,19
05,1035,1100,25
06,1138,1200,22
07,1405,1427,22
08,1115,1135,20
09,1423,1435,12
10,1337,1351,14
11,1245,1258,13
12,1445,1454,9
13,1210,1222,12
14,1307,1315,8
16,1435,1445,10
