#,Time In,Time Out,Duration
10,1345,1414,29
09,1630,1651,21
08,1244,1308,24
07,1204,1230,26
06,1315,1333,18
04,1126,1153,27
03,1138,1223,45
05,1137,1159,22
02,1613,1703,50
01,1200,1255,55
