#,Time In,Time Out,Duration
13,,,0
12,,,0
11,1409,1425,16
10,1305,1318,13
09,1417,1430,13
07,1551,1605,14
08,1347,1400,13
06,1212,1301,49
03,1312,1337,25
02,1252,1327,35
05,1125,1211,46
04,1532,1606,34
01,,,0
