#,Time In,Time Out,Duration
17,1505,1550,45
16,1224,1245,21
15,1540,1612,32
14,1355,1424,29
13,1242,1312,30
12,1338,1405,27
11,1158,1242,44
10,1340,1411,31
09,1446,1523,37
08,1424,1500,36
03,1350,1447,57
01,1200,1250,50
06,1200,1247,47
06,1518,1550,32
05,1449,1552,63
02,1315,1354,39
07,1243,1245,2
04,1244,1340,56
