#,Anodes,Date,Growth,Installed,Notes,Paint,Prop,Thru-hulls
01,"Fair, Missing",02/18/2025,Heavy,,"Remove fabric and line from port prop. Heavy hard growth in multiple areas. ",Poor,Good,Sound
02,Replaced,03/17/2025,Not Evaluated,,Installed 4x heavy duty shaft anodes. 1” chip observed missing from edge of one blade of starboard prop. Please see the video.,Not Evaluated,Good,Not Evaluated
,,,,,,,,
