#,Time In,Time Out,Duration
23,1443,1510,27
20,1436,1500,24
19,1234,1252,18
18,1448,1513,25
16,1200,1212,12
15,1248,1300,12
14,1459,1514,15
13,1322,1334,12
12,1200,1220,20
11,1200,1220,20
09,1305,1324,19
10,1327,1347,20
05,1301,1326,25
03,1435,1501,26
04,1232,1255,23
07,1436,1500,24
06,1546,1607,21
08,1159,1224,25
02,1507,1536,29
01,1530,1630,60
