#,Anodes,Duration,Notes,Paint,Prop,Thru-hulls,Time In,Time Out
01,Fair,55,Heavy hard growth,"Fair, Poor",Good,Sound,1200,1255
02,Fair,50,Heavy hard growth,"Missing, Poor",Good,Sound,1613,1703
04,Good,27,,Excellent,Polished,Sound,1126,1153
03,Fair,45,Heavy hard growth,Poor,Good,Sound,1138,1223
05,Good,22,,Excellent,Polished,Sound,1137,1159
06,,18,,,,,1315,1333
07,,26,,,,,1204,1230
08,,24,,,,,1244,1308
09,,21,,,,,1630,1651
10,,29,,,,,1345,1414
