#,Anodes,Duration,Notes,Paint,Prop,Thru-hulls,Time In,Time Out
01,Excellent,32,Ready for haul out!,Fair,Good,Sound,1425,1457
03,Good,21,,Poor,Good,Sound,1458,1519
02,Good,48,,"Fair, Poor",Good,Sound,1319,1407
04,,23,,,,,1147,1210
05,,20,,,,,1319,1339
06,,18,,,,,1130,1148
08,,19,,,,,1125,1144
09,,22,,,,,1626,1648
