#,Date,Paint,Growth,Anodes,Thru-hulls,Prop,Notes,Installed
01,08/14/2024,Excellent,Minimal,Good,Sound,Good,Shaft and strut anodes in good condition. Some paint missing around bow and propeller.,0
02,11/27/2024,"Excellent, Missing",Moderate,"Fair, Good",Sound,Good,,
03,05/16/2025,Good,Moderate,Fair,Sound,Good,,
