#,Anodes,Duration,Notes,Paint,Prop,Thru-hulls,Time In,Time Out
01,,26,,,,,1054,1120
02,,21,,,,,1244,1305
03,,30,,,,,1543,1613
04,,24,,,,,1319,1343
05,,28,,,,,1531,1559
06,,29,,,,,1345,1414
