#,Date,Paint,Growth,Anodes,Thru-hulls,Prop,Notes,Installed
01,07/15/2025,"Missing, Poor","Heavy, Moderate",None,Sound,None,Paint largely missing from rudder and keel. Keel is an iron fin.,
