#,Time In,Time Out,Duration
10,1311,1338,27
09,1236,1256,20
08,1336,1404,28
06,1618,1650,32
07,1204,1239,35
05,1225,1255,30
04,1317,1420,63
03,1315,1400,45
02,1345,1435,50
01,1659,1759,60
