#,Time In,Time Out,Duration
01,1148,1246,58
02,1421,1453,32
03,1653,1721,28
04,1614,1635,21
05,1059,1130,31
06,1340,1405,25
07,1401,1431,30
08,1553,1623,30
09,1350,1414,24
10,1330,1349,19
11,1543,1552,9
12,1425,1440,15
13,1137,1148,11
14,1218,1236,18
15,1343,1355,12
16,1451,1503,12
