#,Time In,Time Out,Duration
12,1249,1310,21
11,1120,1149,29
10,1300,1315,15
09,1225,1310,45
08,926,1028,62
07,1256,1336,40
03,1128,1158,30
05,1200,1210,10
04,1343,1435,52
06,1342,1450,68
01,1030,1045,15
02,1640,1645,5
