#,Time In,Time Out,Duration
14,1543,1555,12
13,1517,1528,11
12,1136,1151,15
02,1619,1719,60
11,1302,1321,19
10,1057,1116,19
09,1516,1531,15
08,1353,1427,34
06,1228,1309,41
05,1628,1655,27
07,1410,1440,30
04,1233,1258,25
03,1358,1445,47
01,0,40,40
