#,Anodes,Duration,Notes,Paint,Prop,Thru-hulls,Time In,Time Out
01,,30,,,,,1352,1422
02,,37,,,,,1259,1336
03,,26,,,,,1344,1410
04,,28,,,,,1654,1722
