#,Date,Paint,Growth,Anodes,Thru-hulls,Prop,Notes,Installed
01,05/23/2025,"Missing, Poor","Heavy, Moderate",Good,Sound,Good,"Old electrolysis damage on the prop ",
02,08/06/2025,"Missing, Poor",Heavy,Good,Sound,Good,,
