#,Time In,Time Out,Duration
01,1235,1337,62
02,1500,1600,60
03,1400,1520,80
04,1315,1458,103
05,1525,1608,43
06,1413,1525,72
07,1326,1343,17
08,1420,1500,40
09,1339,1404,25
10,1455,1513,18
11,1300,1330,30
12,1138,1221,43
13,1415,1450,35
14,1430,1515,45
